doc,pop_score
AFMAN 36-2102.pdf,4
DoDD 5111.18.pdf,4
TC 55-60-18.pdf,4
RESPERSMAN 1300-080.pdf,4
DoDI 5200.01 CH 2.pdf,4
SECNAVINST 5300.26E.pdf,4
AR 750-43.pdf,4
MCO 6220.2.pdf,4
Travel Restrictions Release COVID-19 Travel Restrictions Installation Status Update July 8 2020.pdf,4
AAMedP 1.9.pdf,4
DoDD 5124.11.pdf,4
FHP Guidance (Supplement 14),4
AGO 2021-04.pdf,4
CFR-2021-title9-vol2.pdf,4
ARMY DIR 2021-08.pdf,4
MCRP 4-11.1F.pdf,4
DAFMAN 36-2905.pdf,4
CFETP 64PXC1.pdf,4
DoDFMR V7ACH26.pdf,4
Guidance for Providing and Using Administrative Data for Statistical Purposes.pdf,4
AFI 36-810.pdf,4
AAP 56.pdf,4
OPNAVINST 5400.44A.pdf,4
MILPERSMAN 1301-110.pdf,4
AFI 34-101.pdf,4
AFMAN 34-201.pdf,4
SECNAVINST 5510.30C.pdf,4
DoDI 5158.06.pdf,4
DoDI 4165.72 CH 2.pdf,4
WHS Internal Use Software Accountability and Financial Reporting Strategy.pdf,4
DoDI 7041.03 CH 1.pdf,4
Implementation of Security Executive Agent Directive 4,4
"FMR 9, 1 1 2020 OCR.pdf",4
TC 21-7.pdf,4
DoDI 5025.13.pdf,4
NAVMC 3500.100B.pdf,4
AFH 10-222V14.pdf,4
Presidents Budget for FY2020 Fourth Estate Manpower Moves.pdf,4
AFI 62-601.pdf,4
DoDI 1348.34.pdf,4
DoDD 4510.11 CH 2.pdf,4
DoDI 6055.04 CH 4.pdf,4
SECNAVINST 3052.2.pdf,4
DoDFMR V11BCH15.pdf,4
BUMEDINST 12351.3.pdf,4
AFMAN 48-138_IP.pdf,4
"DEP SEC DEF Memo, Safety and Occupational Health Policy and Oversight Functions, 4 10 2019 OCR.pdf",4
ARMY DIR 2018-22.pdf,4
AFMAN 32-1061.pdf,4
DoDD 4705.01E CH 3.pdf,4
EO-55 Temporary Stay at Home Order Due to Novel Coronavirus (COVID-19).pdfnull,4
DoDD 5101.09E CH 2.pdf,4
Immediate Office and WHS Staff Organization Chart (May 2016).pdf,4
EDAPDF-aa3049aa-c650-4781-964c-d98ff5b78be0-SPE30019D3205-SPE30021F03EU-empty-empty-PDS-2020-10-06.pdf,4
OPNAVINST 3501.355B.pdfnull,4
CNGBI 1801.01.pdf,4
OPNAVNOTE 5450.4102.pdf,4
Realignment of Certain WHS Enterprise Management (EM) Functions.pdf,4
Use of Automated Time and Attendance System for Leave Administration.pdf,4
AAP 15.pdf,4
Travel Restrictions Publication COVID-19 Travel Restrictions Installation Status Update.pdf,4
"DEP SEC DEF Memo, Exception to Policy for Tier Two Traveler Status under DoD 4500.56, 8 22 2018 OCR.pdf",4
DoDI 3110.06.pdf,4
Title 29.pdf,4
"DEP SEC DEF Memo, Implementing Guidelines for Periodic Review of Detainees at Guantanamo Bay Per EO 13567, 11 27 2017 OCR.pdf",4
"DEP SEC DEF Memo, DoD Policy on Cluster Munitions, 11 30 2017 OCR.pdf",4
AR 385-10.pdf,4
(U,4
OPNAVINST 3140.24G.pdf,4
EO 13962.pdf,4
BUMEDINST 3500.5.pdf,4
AR 500-3.pdf,4
DESIGNATION OF SECRETARY OF THE NAVY AS THE DOD EXECUTIVE AGENT FOR THE PDAS.pdfnull,4
SORN 2018-20513.pdf,4
DoDI 5525.18 CH 3.pdf,4
OMBM M-20-21.pdf,4
OMBM M-16-12.pdf,4
DTM-18-003 CH 4.pdf,4
AFPD 10-3.pdf,4
DoDFMR V15CH3.pdf,4
AFMAN 17-1402.pdf,4
DoDD 5101.11E CH 3.pdf,4
DoDI 3020.47.pdf,4
"JSI 8230.01C, 5 16 2014 OCR.pdf",4
Guidance for Commanders on Risk-Based Changing of HPCON Levels During COVID-19 Pandemic.pdf,4
DoDFMR V8CH5.pdf,4
CI 6230.3D.pdf,4
CFETP 21RX.pdf,4
DoDI 1010.04 CH 1.pdf,4
H.R. 4751 IH 117th.pdf,4
CJCSI 3317.01.pdf,4
Delegation of Authority for Reserve Component Activation Authorities during the COVID-19 Response CORRECTED COPY.pdf,4
2017 Unified Command Plan.pdf,4
DoDI 1322.25 CH 4.pdf,4
EVACUATION PAY AUTHORITY DURING THE CORONAVIRUS DISEASE 2019 PANDEMIC.pdf,4
CJCSM 3320.02D.pdf,4
Delegation of Authority for Reserve Component Activation Authorities during the Coronavirus Disease 2019 Response.pdf,4
Coronavirus Disease 2019 Guidelines.pdf,3
DoDI 5525.14 CH 4.pdf,3
BUPERSINST 5450.61A.pdf,3
NGAI 1402.1(2021-07-30_11-33-49_95996)_20210730155447.pdf,3
Interim Guidance on Leave under the Families First Coronavirus Response Act.pdf,3
Introduction and Use of Wearable Fitness Devices and Headphones within DoD Accreditied Spaces and Facilities.pdf,3
CFETP 1A2X1.pdf,3
NGAM 8010.1(2021-07-30_11-33-10_73113)_20210730155317.pdf,3
Combat Support Agency Review Team Assessment of DISA Semi-Annual Update (July 2016).pdf,3
H.Res 121 IH 117th.pdf,3
DoDI 3305.16 CH 2.pdf,3
MCRP 3-40G.1.pdf,3
DoDI 5525.17 CH 3.pdf,3
OPNAVINST 1752.1C.pdf,3
AFMAN 11-101.pdf,3
TC 26-6.pdf,3
Support to the National Commission on Military Aviation Safety.pdf,3
DoDFMR V9CH6.pdf,3
MCO 4400.150.pdf,3
OPNAVINST 5100.19F.pdf,3
AR 40-7.pdf,3
"Designation of the Secretary of the Navy as the DoD Executive Agent for Explosive, Ordinance Disposal Tech and Training.pdf",3
Markup of the FY2017 Homeland Security Appropriations Bill.pdf,3
STP 46-46QZ14-SM-TG.pdf,3
DA MEMO 25-52.pdf,3
DFAR SUBPART 250.2.html,3
AFI 90-1001.pdf,3
BUMEDINST 6310.pdf,3
Preserving Readiness During the Summer Months.pdf,3
OMBM M-21-20.pdf,3
DoDI 5000.93 CH 1.pdf,3
AR 600-8-104.pdf,3
PAM 25-2-9.pdf,3
DoDD 5230.11.pdf,3
AFI 48-133.pdf,3
FY16 SecDef Heartburn Letter to Chairman McCain.pdf,3
AFMAN 13-106.pdf,3
DoDI 1354.01.pdf,3
DoDD 3100.10 CH 1.pdf,3
DoDI 5200.02 CH 3.pdf,3
DCG VOL 54 PGS 999-1334.pdf,3
OPNAVINST 3440.15E.pdf,3
HAFMD 1-18.pdf,3
EO 13311.pdf,3
EO 14020.pdf,3
AFI 10-204.pdf,3
DoDI 8320.06 CH 2.pdf,3
DoDFMR V12CH31.pdf,3
AFTTP 3-4.pdf,3
DoDD 1304.19.pdf,3
MILPERSMAN 1000-140.pdf,3
CFETP 1N3X1X.pdf,3
CJCSM 5760.01A Vol I.pdf,3
Strengthening Climate Adaptation Planning FY 2016 and Beyond.pdf,3
Clarification of Policy for Management of Unauthorized Disclosures.pdf,3
DoDFMR V12CH33.pdf,3
NAVMC 4000.2A.pdf,3
OPNAVINST 5510.100D.pdf,3
ADB390767.pdf,3
DoDI 4170.11 CH 2.pdf,3
FM 3-24.pdf,3
MCTP 10-10F.pdf,3
Realignment of Responsibility and Authority for SCI Eligibility Determinations for OSD and DAFA.pdf,3
CJCSI 3210.06A.pdf,3
DoDD 5210.50 CH 2.pdf,3
NGAI 5205.6(2021-07-30_11-33-32_98030)_20210730155009.pdf,3
Unauthorized Disclosures Classified Information or Controlled Unclassified Information on DoD Information Systems.pdf,3
ICD 702.pdf,3
MILPERSMAN 1300-1306.pdf,3
"SEC DEF Memo, 10 24 2018, Establishment of Protecting Critical Technology Task Force, 10 24 2018 OCR.pdf",3
SECNAV M-5210.2.pdf,3
OPNAVINST 3030.5C.pdf,3
DoD Nominees for the White House Leadership Development Program (2018).pdf,3
DoDI 1400.25 Volume 336 CH 1.pdf,3
NGAM 4165.5(2021-07-30_11-33-08_51021)_20210730155330.pdf,3
OPNAVINST 11010.33C.pdf,3
CFETP 3E9X1.pdf,3
DoDI 6055.12.pdf,3
MCO 11000.12.pdf,3
MCO 3120.12A.pdf,3
AGO 1999-12.pdf,3
AR 135-178.pdf,3
CFETP 3N0XX.pdf,3
DoDI 6130.03 Volume 1 CH 2.pdf,3
OPNAVINST 5527.1D.pdf,3
AR 40-35.pdf,3
"Responsibilities and Functions of the Directorate for Organizational Policy and Decision Support, Office of DMCO.pdf",3
AbilityOne Base Supply Center Program.pdf,3
QTP 4B051-10.pdf,3
CFETP 1N8X1.pdf,3
DoDD 5010.42.pdf,3
NGAI 2140.1(2021-07-30_11-33-39_16768)_20210730155525.pdf,3
DoDM 5220.22 Volume 2 CH 1.pdf,3
DoDD 8750.01-M Remains in Effect to Implement the Policy in DoDD 8140.01.pdf,3
DoDI 5210.83 CH 2.pdf,3
ATP 3-92.pdf,3
Letters for Secretary and Deputy Secretary of Defense.pdf,3
Delegation of Authority for DoD Executive Agent Responsibility for the Armed Services Blood Program Office.pdf,3
DoDI 1000.27.pdf,3
DoDD 2311.01.pdf,3
AFI 34-266.pdf,3
OMBM M-07-15.pdf,3
"Total Force Manpower Governance for the Office of the Secretary of Defense, the Defense Agencies, and Field Activities.pdf",3
CJCSM 3320.01C.pdf,3
Appointment of Acting Deputy DoD CIO for Cyber Security (Firmin).pdf,3
DoDM 4140.25 Volume 5 CH 2.pdf,3
Acting Secretary of Defense Signature Block,3
AFVA 91-218.pdf,3
NATIONAL SPACE INTELLIGENCE CENTER ESTABLISHMENT  FINAL.pdf,3
Delayed Implementation of Controlled Unclassified Information Reform Program.pdf,3
DoDI 5410.01.pdf,3
Deputy Secretary of Defense Signature Block (Shanahan).pdf,3
AFMAN 11-2CV-22V3.pdf,3
SECNAVINST 5200.45.pdf,3
Interagency OPSEC Support Staff,3
HQDA POLICY NOTICE 3853.pdf,3
AFI 32-1023.pdf,3
ATP 5-0.2-1.pdf,3
COVID 19 DAOP Update 6 Apr 20 signed.pdf,3
ICD 121.pdf,3
DoDD 3700.01 CH 1.pdf,3
Interim Reg on Scheduling Annual Leave By Essential Employees in Response to COVID-19.pdf,3
AD1032350.pdf,3
STANAG 4676.pdf,3
DoDD 5240.06 CH 3.pdf,3
MCO 1740.13D.pdf,3
Duties of the Principal Deputy Assistant Secretary of Defense for Health Affairs.pdf,3
CIM 16000.14A.pdf,3
Organizational Role of the ASD for Special Operations and Low Intensity Conflict with Respect to USSOCOM.pdf,3
Principal Deputy Assistant Secretary of Defense for Acquisition.pdf,3
MCO 7010.20.pdf,3
MCO 4410.16A.pdf,3
AFI 17-203.pdf,3
AFMAN 11-2C-130JV3.pdf,3
NGAI 5760.1(2021-07-30_11-33-22_31725)_20210730155054.pdf,3
AI 15 CH 2.pdf,3
DoD 1033 Program Transfer of Surplus Military Equipment to Law Enforcement Agencies.pdf,3
NGAD 1000(2021-07-30_11-33-37_59526)_20210730155400.pdf,3
DoDI 1000.17 CH 1.pdf,3
AFI 41-102.pdf,3
TM 5-811-1_dup1.pdf,3
AFI 51-101.pdf,3
Department of Defense Cloud Computing Strategy.pdf,3
AFMAN 11-2T-6V1.pdf,3
NGAI 5400.1(2021-07-30_11-33-50_41822)_20210730155023.pdf,3
AFI 11-208.pdf,3
MCO 11000.11A.pdf,3
AI 103 CH 1.pdf,3
_org_D_DXCI_Policy Library_NGAD 1025_20210701143422.pdf,3
COMNAVRESFORCOMNOTE 4200_dup1.pdf,3
SORN 2016-18823.pdf,3
NAVMC 3500.61C.pdf,3
DoDI 5154.31 Volume 3.pdf,3
DoDFMR V5CHA.pdf,3
DoDI 5000.67 CH 2.pdf,3
AFMAN 34-202.pdf,3
OMBM M-09-26.pdf,3
DoDFMR V6ACH2.pdf,3
DoDFMR V13CH7.pdf,3
MCTP 6-10B.pdf,3
SRD 1_to_AJMedP-3.pdf,3
QTP 24-3-C355.pdf,3
AFPD 90-70.pdf,3
H.R 1157 IH 117th.pdf,3
S.Res 103 IS 117th.pdf,3
AFTTP 3-2.44.pdf,3
MCRP 10-10E.7.pdf,3
HAFMD 1-5.pdf,3
BUMEDINST 6600.21.pdf,3
Defense Acquisition (2013).pdf,3
DoDD 5100.55.pdf,3
DoDI 1100.16.pdf,3
AR 380-5.pdf,3
COMNAVRESFORCOMINST 5400.43_1_Chapter_1.pdf,3
AJP 3.14.pdf,3
OMBM M-09-25.pdf,3
DoDI 4500.43 CH 4.pdf,3
OMBM M-19-15.pdf,3
AFH 10-222V4.pdf,3
STP 10-92Y34-SM-TG.pdf,3
AR 350-38.pdf,3
DoDD 5106.04 CH 1.pdf,3
DoDD 5100.03 CH 1.pdf,3
2017 Unified Command Plan Revision (FOUO).pdf,3
DoDI 1235.12 CH 1.pdf,3
DoDD 5136.01 CH 1.pdf,3
Acting Director,3
SECNAVINST 4380.9A.pdf,3
MILPERSMAN 1910-124.pdf,3
PUBLIC ENGAGEMENT COORDINATION RES Final.pdf,3
DoDI 1327.06 CH 4.pdf,3
AMSP 01.pdf,3
OMBM M-20-31.pdf,3
NAVMC 2664.pdf,3
DoDI 7730.47 CH 2.pdf,3
Civilian Duty Status and Use of Weather and Safety Leave during COVID-19 Pandemic.pdf,3
DoDI 7060.06 CH 2.pdf,3
DoDI 1400.25 Volume 451.pdf,3
AFPD 21-2.pdf,3
AFMAN 21-209V1.pdf,3
Coronavirus COVID Schedule A Hiring Authority.pdf,3
DoDI 3741.01 CH 1.pdf,3
SECNAVINST 5400.15C CH-1.pdf,3
Framework for Risk Categorization for Use During Independent Technical Risk Assessments.pdf,3
DoDI 5400.13.pdf,3
AFI 34-205.pdf,3
AD1008426.pdf,3
DAFMAN 13-201.pdf,3
BUMEDINST 6010.29A.pdf,3
DoDI 6025.20 CH 2.pdf,3
AFMAN 32-7002.pdf,3
MCO 12510.2D.pdf,3
Middle Tier of Acquisition Interim Authority and Guidance.pdf,3
DoDI 8110.01.pdf,3
BUMEDINST 5450.241.pdf,3
DHA-PI 8140.01,3
Office of the Secretary of Defense (OSD) Army Intern Slating for 2018.pdf,3
DoDI 8531.01.pdf,3
AFI 44-102.pdf,3
Establishment of the Services Acquisition Manager Functional Area.pdf,3
DoDI 5000.66 CH 2.pdf,3
DA PAM 27_162.pdf,3
CJCSM 3511.01A.pdf,3
AFMAN 11-402.pdf,3
BUMEDINST 6300.17A.pdf,3
ADB375600.pdf,3
AFI 71-101V3.pdf,3
MCO 1610.7A.pdf,3
DoDI 1330.21.pdf,3
AFPAM 65-110.pdf,3
DoDI 3115.14 CH 2.pdf,3
Implementation of the Designated Officials-Senior Officials Program for DoD Components in the NCR.pdf,3
Legislative Review Panel Update,3
DoDI 4165.63 CH 2.pdf,3
DoDI 5505.15 CH 2.pdf,3
AR 350-1.pdf,3
NGAD 5200(2021-07-30_11-32-43_50716)_20210730155427.pdf,3
ARMY DIR 2018-07-16.pdf,3
CFETP 2R0X1.pdf,3
HOI 33-18.pdf,3
DoDM 1402.05.pdf,3
NIPR Alternate Token Issuance Process.pdf,3
Policies and Procedures Needed to Reconcile MOD Advisors Program Disbursements.pdf,3
DFAR SUBPART 223.7.html,3
AR 700-90.pdf,3
MCO 5510.20C.pdf,3
DoDI 6400.06 CH 4.pdf,3
MCO 3460.3.pdf,3
DoDI 1400.25 Volume 410 CH 1.pdf,3
OPNAVINST 1000.24D.pdf,3
AFPD 10-30.pdf,3
DoDFMR V13CH5.pdf,3
DoDFMR V6BCH13.pdf,3
Pentagon Personnel Guidance Release Statement by Department of Defense on Increased Restrictions for the Pentagon Reservation Nov 20 2020.pdf,3
Resource Line Adjustments to Fiscal Year 2018 Information Technology Budget.pdf,3
Cancellation of DoD Common Data Link Policy Memorandum.pdf,3
CIM 5512.1A.pdf,3
DAFI 36-2110.pdf,3
MCO 3501.36B.pdf,3
AFI 48-110.pdf,3
DoDFMR V11ACH6.pdf,3
DAFI 63-150.pdf,3
OPNAVINST 1520.44.pdf,3
AFPD 36-20.pdf,3
MCO 5580.4.pdf,3
DoDI 5105.58 CH 2.pdf,3
Department of Defense Congressional Liaison Activities.pdf,3
AAMedP 1.17.pdf,3
Notice of Amendment to FAR to Use the National Industrial Security Program Contract Classification System_2 Sep 2020.pdf,3
DoDI 1444.02 Volume 1 CH 1.pdf,3
AR 623-3.pdf,3
DoDI 1336.05 CH 2.pdf,3
DoDM 1342.12.pdf,3
OPNAVINST 4650.17.pdf,3
DoDI 1300.18 CH 1.pdf,3
S.Res 13 IS 117th.pdf,3
PAM 415-3.pdf,3
AFI 65-501.pdf,3
AR 700-138.pdf,3
QTP 4B071-15.pdf,3
Military Personnel Guidance Military Personnel Guidance for Department of Defense Components in Responding to Coronavirus Disease 2019.pdf,3
Appointment,3
DAFPD 32-90.pdf,3
Title 37.pdf,3
DoDI 3305.10 CH 2.pdf,3
SECNAVINST 3501.1D.pdf,3
DoDI 1020.03 CH 1.pdf,3
STP 55-88M14-SM-TG.pdf,3
AFMAN 65-114.pdf,3
DoDM 4140.01 Volume 2.pdf,3
DoDI 6400.09.pdf,3
CFR-2021-title7-vol10.pdf,3
AR 25-50.pdf,3
CFETP 4T0X1C2.pdf,3
DoDFMR V12CH10.pdf,3
AFJQS 2XXXX.pdf,3
SECNAVINST 1740.5B.pdf,3
DoDI 2000.21 CH 1.pdf,3
CJCSI 3150.25G.pdf,3
S 692 IS 117th.pdf,3
DoDI 1300.28_dup1.pdf,3
CFETP 2A2X2.pdf,3
MILPERSMAN 7220-080.pdf,3
AFMAN 21-201.pdf,3
MCO 3440.7C.pdf,3
AFMAN 11-2FTV3.pdf,3
ENTERPRISE STORM Signed Memo 22Sep20.pdf,3
AR 600-8-24.pdf,3
AR 601-100.pdf,3
AR 350-53.pdf,3
DoDFMR V4CH28.pdf,3
EO-55 Temporary Stay at Home Order Due to Novel Coronavirus (COVID-19).pdf,3
NGAM 7210.2(2021-07-30_11-33-27_90417)_20210730155322.pdf,3
DoDI 1402.05 CH 1.pdf,3
USAR PAM 710-2.pdf,3
ADP 5-0.pdf,3
DoDD 5030.61 CH 3.pdf,3
AR 40-657.pdf,3
DoDI 1000.13 CH 1.pdf,3
AFI 10-1302.pdf,3
STP 14-36A-OFS.pdf,3
OMBM M-17-22.pdf,3
CHARTER FOR THE CYBER AND DIGITAL MODERNIZATION FORUM  FINAL.pdf,3
Accelerating Enterprise Cloud Adoption Update (Revised).pdf,3
DoDD 2010.05 CH 1.pdf,3
SecDef Weekly Priorities Review and National Defense Strategy Implementation Forum_20191204.pdf,3
Streamlining the DoD Priority Placement Program.pdf,3
Removal of Expiration Date for Certain Time-Off Awards.pdf,3
CJCSI 5711.01C,3
DAFI 36-1004.pdf,3
AR 600-8-10.pdf,3
S 116 IS 117th.pdf,3
Force of the Future,3
DoDI 7050.05 CH 1.pdf,3
NGAI 8200.1(2021-07-30_11-32-59_57033)_20210730155154.pdf,3
NAVMC 3500.91A.pdf,3
AR 25-30.pdf,3
Workforce Management and Inventory of Contract Services.pdf,3
DAFMAN 17-1304.pdf,3
AR 71-9.pdf,3
DCG VOL 48 PGS 569-650.pdf,3
OMBM M-08-06.pdf,3
2020 Annual Review of Special Rates (Results ).pdf,3
AR 140-145.pdf,3
SECNAVINST 5700.17A.pdf,3
AR 135-175.pdf,3
EO 13960.pdf,3
DoDFMR V1CH3.pdf,3
HAFMD 1-52.pdf,3
BUMEDINST 6010.30.pdf,3
Pentagon Personnel Guidance CMO Memo to the Secretary of Defense on Move to Phase One of the Pentagon Reservation Plan for Resilience.pdf,3
HAFMD 1-33.pdf,3
PAM 71-32.pdf,3
AFMAN 23-120.pdf,3
AFMAN 32-1062.pdf,3
AFPD 23-1.pdf,3
AR 690-300.pdf,3
PAM 600-8.pdf,3
Order and Terms of Succession to the Functions and Duties of the Chief Management Officer.pdf,3
DoDI 4270.37.pdf,3
CIM 5810.1G.pdf,3
OPNAVINST 5100.27B.pdf,3
AR 15-1.pdf,3
AFJI 23-504.pdf,3
ATP 4-46.pdf,3
DoDFMR V16CH6.pdf,3
MCDP 2.pdf,3
SECNAVINST 12250.6B.pdf,3
AFTTP 3-4.13V1.pdf,3
Civilian Personnel Guidance Civilian Duty Status and Use of Weather and Safety Leave During COVID-19 Pandemic.pdf,3
MCO 11011.23A.pdf,3
AFJQS 8U000.pdf,3
DoDM 1348.33 Volume 2 CH 3.pdf,3
CJCSI 3100.01D.pdf,3
MCRP 1-10.2.pdf,3
DFAR SUBPART 223.2.html,3
AFMAN 11-2F-35AV2.pdf,3
DoDD 5111.21 CH 1.pdf,3
FOUO_FVEY 20200623,3
CI 4760.1.pdf,3
HOI 65-6.pdf,3
AFI 24-605V2.pdf,3
Procedures and Schedule for FY 2022 -FY 2026 Program and Budget Reviews (FOUO).pdf,3
TB MED 530.pdf,3
EO 13100.pdf,3
AD1017490.pdf,3
DoDI 1342.28.pdf,3
FM 3-34.pdf,3
DoD CIO Capability Priorities for Fiscal Years 2019-2023.pdf,3
EO 13655.pdf,3
AR 600-86.pdf,3
MCDP 1-0.pdf,3
DAFI 63-146.pdf,3
AFI 1-2.pdf,3
Views on Senate Bill 2943 National Defense Authorization Act for FY 2017.pdf,3
AFMAN 32-1067.pdf,3
MCRP 3-30B.1.pdf,3
DoDFMR V13CH3.pdf,3
AFMAN 21-202.pdf,3
AFMAN 11-415.pdf,3
AFI 17-220.pdf,3
BUMEDINST 1300.2B.pdf,3
OPNAVINST 11200.5D.pdf,3
Space Force Legislative Proposal.pdf,3
DoD 5205.02-M CH 2.pdf,3
ARMY DIR 2018-07-13.pdf,3
CJCSM 3500.04F.pdf,3
FM 1-0.pdf,3
DoDI 1400.25 Volume 250.pdf,3
DOD Directives Review,3
Delegation of Authority for Joint Basing Program Management.pdf,3
OPNAVINST 4000.84C.pdf,3
PAM 600-81.pdf,3
DoDD 2310.07 CH 1.pdf,3
DoDI 8440.01.pdf,3
AFMAN 11-2TH-1HV3-CL-1.pdf,3
AFPD 17-1.pdf,3
HOI 65-5.pdf,3
CNGBI 7500.00.pdf,3
ICD 710.pdf,3
DoDFMR V2BCH13.pdf,3
Pentagon Personnel Guidance Release Returning to Normal Operations on the Pentagon Reservation Phase One June 11 2020.pdf,3
NAVMED P-5010-10.pdf,3
AFI 44-173.pdf,3
SECNAVNOTE 5215_5200.41.pdf,3
AFI 10-210.pdf,3
AFMAN 11-2C-21V3.pdf,3
HOI 33-17.pdf,3
DoDD 5105.86.pdf,3
AR 25-97.pdf,3
AR 700-84.pdf,3
S 906 IS 117th.pdf,3
2017 CMC Institutional-Level Task List for Deputy Commandants DCs and..pdf,2
AR 635-200.pdf,2
H.R. 985 IH 117th.pdf,2
S 284 IS 117th.pdf,2
CIM 13020.3A.pdf,2
AGO 1990-14.pdf,2
Commercial PKI Certificates on NIPRnet Web Servers.pdf,2
AFPD 11-5.pdf,2
MCO 5354.1F.pdf,2
CFETP 2A2X1X.pdf,2
AFI 36-2905.pdf,2
DAFPD 11-1.pdf,2
OPNAVINST 4040.39C.pdf,2
STP 9-94D14-SM-TG.pdf,2
MCO 4690.1A.pdf,2
OPNAVINST 5420.115.pdf,2
AFJMAN 34-606.pdf,2
MILPERSMAN 1300-304.pdf,2
AFMAN 33-302.pdf,2
AFPAM 10-219V2.pdf,2
STP 10-92G1-SM-TG.pdf,2
DoDD 5135.03.pdf,2
H.R 2840 IH 117th.pdf,2
H.R. 847 IH 117th.pdf,2
DoDI 1341.11.pdf,2
COUNTRY SRI LANKA STUDY_5.pdf,2
Enhanced Section 806 Procedures for Supply Chain Risk Management in Support of DoD Trusted Systems and Networks.pdf,2
Compensation and Medical Benefits Paid Under the Federal Employees&#039; Compensation Act During 070117,2
AMedP 4.6.pdf,2
TM 4-41.11.pdf,2
DoDFMR V7ACH57.pdf,2
CJCSI 3255.01.pdf,2
AR 27-40.pdf,2
DAFMAN 52-107.pdf,2
DoDD 5136.13.pdf,2
AR 635-8.pdf,2
MILPERSMAN 1300-302.pdf,2
AR 25-400-2.pdf,2
DoD National Women&#039;s Equality Day Observance (2016).pdf,2
AFI 13-1AOCV1.pdf,2
DoD Cybersecurity Service Provider Requirement.pdf,2
H.R. 4373 RH 117th.pdf,2
TM 3-34.30.pdf,2
CJCSI 3401.02B.pdf,2
H.Res. 129 IH 117th.pdf,2
MCRP 3-40A.9.pdf,2
TC 3-01.80.pdf,2
Placing the Needs of the Department First Using SAP to Achieve Ideal Future State (Work).pdf,2
MCO 1720.2.pdf,2
MCO 5351.1.pdf,2
GENERAL INCOMING-20 ANNUAL LEAVE AND OTHER PAID TIME OFF GUIDANCE.pdf,2
DFAR SUBPART 225.73.html,2
TM 3-11.42.pdf,2
MILPERSMAN 4050-020.pdf,2
DoDI 1400.37.pdf,2
AFMAN 48-149.pdf,2
Placing the Need of the Department First Using SAP to Achieve the Ideal Future State.pdf,2
AJP 3.4.2.pdf,2
DHA-PI 6490.01,2
USAR REG 37-2.pdf,2
AFPAM 32-2004.pdf,2
NGAI 5401.1(2021-07-30_11-33-43_24704)_20210730155047.pdf,2
SECNAVINST 12752.1A CH-1.pdf,2
NGAM 1450.2(2021-07-30_11-33-02_77894)_20210730155237.pdf,2
S. 2585 IS 117th.pdf,2
Mandatory DoD-Wide Use of the After Government Employment Advice Repository System.pdf,2
OMBM M-10-14.pdf,2
OPNAVINST 5200.35.pdf,2
H.Res. 99 IH 117th.pdf,2
AR 11-35.pdf,2
DoDI 1341.02 Vol. 1.pdf,2
DoDI 5000.61 CH 1.pdf,2
S. 1212 IS 117th.pdf,2
S. 1260 ES 117th.pdf,2
H.R 397 RFS 117th.pdf,2
H.R. 2645 IH 117th.pdf,2
AGO 1948-23.pdf,2
S. 1330 IS 117th.pdf,2
DoDI 6025.24 CH 1.pdf,2
H.R. 3000 IH 117th.pdf,2
CFETP 3N1X1-2X1.pdf,2
Historical U.S MARINES IN IRAQ 2003 BASRAH BAGHDAD AND BEYOND.pdf,2
CI 3501.3G.pdf,2
S.Res. 91 ATS 117th.pdf,2
OMBM M-18-22.pdf,2
Stand-Down to Address Extremism in the Ranks.pdf,2
CI 1554.1.pdf,2
H.R. 3239 RFS 117th.pdf,2
Temporary Direct-Hire Authority for Financial Managment Experts in DoD.pdf,2
Pentagon Force Protection Agency Distinguished Visitor Policy.pdf,2
DoDI 8170.01 CH 1.pdf,2
MCO 1020.34H.pdf,2
OPNAVINST 1040.11D.pdf,2
AJP 01.pdf,2
CNGBI 5100.01.pdf,2
"Policy Memorandum 16-001, Department of Defense Tobacco Policy.pdf",2
MCO 4790.25.pdf,2
BUMEDINST 1412.1C-1.pdf,2
DoDD 5101.11E.pdf,2
MILPERSMAN 1306-418.pdf,2
AFMAN 33-326.pdf,2
MILPERSMAN 1430-050.pdf,2
DoDI 1338.10 CH 3.pdf,2
Clarification Guidance on the Derivative Classification Training Requirement.pdf,2
MILPERSMAN 1221-030.pdf,2
Reinforcing Operations Security and the Importance of Preventing Unauthorized Disclosures (Corrected Copy).pdf,2
DCG VOL 59 PGS 509-568.pdf,2
ATrainP 1.pdf,2
AFI 34-223.pdf,2
DoDI 2010.12 CH 1.pdf,2
Extension of Policy Memorandum 16-002,2
DoDD 3235.02E.pdf,2
FY 2018 Operations Security OPSEC Capabilities Gap Requirements Call.pdf,2
AFMAN 11-2F-22AV3.pdf,2
AEP 4754_VOLIV.pdf,2
OPNAVINST 5721.1H.pdf,2
CFETP 4R0X1.pdf,2
Force Health Protection Guidance Force Health Protection Guidance Supplement 17 March 17 2021.pdf,2
MCO 12410.25.pdf,2
BUMEDINST 3070.pdf,2
MCO P10110.31H.pdf,2
AFSP 1.1.pdf,2
AFPD 64-1.pdf,2
MCO 3100.4.pdf,2
"DEP SEC DEF Memo, Guidance for Increasing Lethality and Warfighting Readiness in Space, 1 17 2018 OCR.pdf",2
DoDI 4165.03 CH 3.pdf,2
Final Recommendations of the Washington Navy Yard Shooting Internal and Independent Reviews.pdf,2
